Date,Open,High,Low,Close
12/27/2011,166.5,166.9,163.34,164.37
12/28/2011,162.91,163.5,160.25,161.02
12/29/2011,160,163.7,159,162.88
12/30/2011,163.79,164.99,160.55,161.9
1/2/2012,162.9,163.6,161.14,162.76
1/3/2012,164.4,171,164.3,170.57
1/4/2012,171.2,171.39,167.52,169.6
1/5/2012,169.6,171.85,168.01,169.24
1/6/2012,167.5,170.76,165.8,167.27
1/7/2012, NA , NA , NA , NA 
1/9/2012,166.17,166.17,162.51,163.73
1/10/2012,164.98,170.88,164.9,170.26
1/11/2012,170.6,173.37,169.33,172.7
1/12/2012,173.07,177.64,172.03,176.44
1/13/2012,177.68,179.99,177,177.61
1/16/2012,175.62,183.49,174.84,181.64
1/17/2012,183.8,187.24,183.51,184.4
1/18/2012,185,187.1,182,186.54
1/19/2012,188,191.24,187.51,188.43
1/20/2012,189.8,194.4,189.51,193.29
1/23/2012,193.19,196.71,192.1,194.05
1/24/2012,193.2,205.8,192.67,204.08
1/25/2012,205.52,208.6,203.99,205.8
1/27/2012,206.44,207,201.79,204.06
1/30/2012,201.5,205.88,197.01,198.52
1/31/2012,201.99,207.3,201.2,206.16
2/1/2012,205.1,208.84,204.25,207.76
2/2/2012,209.5,211.34,198.23,207.26
2/3/2012,207,211.76,203.65,210.32
2/6/2012,213.2,218.74,213.2,216.26
2/7/2012,218.19,218.83,214.54,215.31
2/8/2012,216.15,218.8,214.52,217.77
2/9/2012,216.43,219.2,215.76,218.4
2/10/2012,218.8,220.9,215.01,217.19
2/13/2012,217.4,218.05,209.6,212.93
2/14/2012,212.85,221.79,212.85,220.01
2/15/2012,222.7,225.76,222.25,225.07
2/16/2012,224.23,237.74,222.91,235.04
2/17/2012,237.7,247.15,237.7,241.71
2/21/2012,242,247.5,241.5,245.24
2/22/2012,245.6,246.91,223.69,225.5
2/23/2012,225.43,232.31,224.7,226.05
2/24/2012,228,230.3,219.5,220.56
2/27/2012,221.49,222,211.11,212.29
2/28/2012,213.9,225.5,213.07,223.13
2/29/2012,226.5,228.7,222.3,224.76
3/1/2012,223.38,223.77,218.65,221.88
3/2/2012,222.64,228.2,218.6,224.67
3/3/2012, NA , NA , NA , NA 
3/5/2012,223.47,223.47,216.47,217.6
3/6/2012,215.1,226.3,211.49,214.79
3/7/2012,213.5,216.38,210.6,214.15
3/9/2012,219,224.3,218.81,222.64
3/12/2012,230.54,232.46,228.1,231.08
3/13/2012,234.13,235,231.65,232.75
3/14/2012,237.04,237.44,233.22,235.48
3/15/2012,235.8,236.8,228.6,229.93
3/16/2012,230,235.49,221.5,222.79
3/19/2012,223,223.7,215,215.76
3/20/2012,216,220.29,213.81,218.74
3/21/2012,218.39,223.9,217.63,223.29
3/22/2012,222.7,225.56,215.01,216.06
3/23/2012,217.6,220.48,212.72,216.68
3/26/2012,215.87,215.9,211,211.74
3/27/2012,215.5,217.19,209.77,212.91
3/28/2012,212,212.14,206.35,207.93
3/29/2012,205,207.99,204.71,206.13
3/30/2012,206.77,210.99,206.77,209.63
4/2/2012,210,213.9,210,213.04
4/3/2012,214.2,218.32,214.19,217.26
4/4/2012,215,217.9,213.66,216.26
4/9/2012,214.8,214.89,209.01,210.04
4/10/2012,211,215.7,209.51,215.12
4/11/2012,212.51,217.95,211.71,215.85
4/12/2012,217.51,223.4,217.51,222.76
4/13/2012,225,228.36,219.53,221.23
4/16/2012,221.2,227.29,220.1,226.51
4/17/2012,229.7,234.97,222.11,230.43
4/18/2012,232.3,233.98,227.52,229.18
4/19/2012,229.7,229.88,225.41,226.9
4/20/2012,226.5,228.74,223.82,226.04
4/23/2012,226.5,227.95,218.2,219.32
4/24/2012,219.51,221.56,217.51,219.07
4/25/2012,218.92,220.7,213.07,217.18
4/26/2012,218.8,218.8,213.7,216.24
4/27/2012,215.2,216.87,210.1,212.55
4/30/2012,213.1,216.99,212.7,213.81
5/2/2012,214.5,216.89,212.54,214.06
5/3/2012,212.1,212.78,207.55,208.41
5/4/2012,206.73,206.9,198.6,199.63
5/7/2012,194.6,204,187.6,202.82
5/8/2012,203.6,204.89,192.29,195.54
5/9/2012,193.6,195.5,187.6,188.31
5/10/2012,189,193.27,183.23,184.32
5/11/2012,183.9,188.48,182.1,185.36
5/14/2012,186.1,189.56,181.35,183.98
5/15/2012,182.6,187.17,182.5,186.04
5/16/2012,183.4,184.48,180.23,182.77
5/17/2012,183.52,186.2,182.26,184.84
5/18/2012,182.01,195.7,182.01,194.05
5/21/2012,196,203,196,200.95
5/22/2012,203.5,204,193.11,193.88
5/23/2012,193.32,197.39,192.05,195.5
5/24/2012,195.8,197.4,192.54,196.62
5/25/2012,196.24,201.8,195.43,200.69
5/28/2012,201.9,210.7,201.7,210.13
5/29/2012,211.5,214.99,210.47,212.01
5/30/2012,210.15,211.8,208.2,209.82
5/31/2012,208,208.9,203.75,205.6
6/1/2012,205.99,208.05,201.7,202.82
6/4/2012,199.22,205.4,197.4,204.59
6/5/2012,206.4,211,206.1,208.27
6/6/2012,210,216.8,209.6,215.82
6/7/2012,218.3,218.9,215.65,216.79
6/8/2012,215.15,219.16,213.15,217.95
6/11/2012,220,221.79,215.55,216.48
6/12/2012,215.5,221.18,213.26,220.62
6/13/2012,221,224.4,218.6,222.6
6/14/2012,221.2,221.87,214.41,215.02
6/15/2012,216.85,218.99,214.7,218.31
6/18/2012,221.6,223.19,208.16,208.79
6/19/2012,208.79,211.63,205.6,210.07
6/20/2012,211.37,212.69,209.66,211.71
6/21/2012,210.02,218.5,208.5,217.84
6/22/2012,214.7,218.45,212.85,215.78
6/25/2012,216.11,220,210.16,211.5
6/26/2012,211.3,213.18,209.61,211.31
6/27/2012,212.81,213.84,210.33,211.34
6/28/2012,211.8,212.45,207.4,209.83
6/29/2012,213,217,212.7,215.9
7/2/2012,216.98,219.73,216,218.2
7/3/2012,219.5,220.4,217.71,218.74
7/4/2012,219.01,222.99,219.01,222.48
7/5/2012,221.99,223.96,221.21,223.35
7/6/2012,223.57,223.57,220.57,222.26
7/9/2012,219.8,221.9,219.26,220.95
7/10/2012,221.38,223.48,221.2,222.9
7/11/2012,221.5,225.26,221.01,221.87
7/12/2012,219.49,223.88,219.4,222.12
7/13/2012,222.19,223.35,217.12,217.85
7/16/2012,218.5,221.59,217.82,219.95
7/17/2012,221.5,222.34,218.21,219.91
7/18/2012,219.5,220.26,216.23,218.55
7/19/2012,221.41,221.73,215.4,215.81
7/20/2012,215.1,217.35,212.71,213.2
7/23/2012,211.2,212.38,208.68,209.32
7/24/2012,209.5,211.48,208.04,209.5
7/25/2012,208.63,209.48,206.1,207.04
7/26/2012,207.5,208.38,200.9,201.74
7/27/2012,205.1,206.73,193.15,194.1
7/30/2012,195.13,204,194.1,203.18
7/31/2012,203.8,204.49,196.82,200.51
8/1/2012,201,204.48,200.52,203.34
8/2/2012,203,203.01,199.76,201.13
8/3/2012,199.1,201.44,197.5,200.54
8/6/2012,203.48,203.71,201.08,201.82
8/7/2012,202.12,207.19,201.13,206.13
8/8/2012,207.3,208.9,205.32,206.08
8/9/2012,206.73,208.05,196.34,196.88
8/10/2012,196.3,199.4,187.6,188.77
8/13/2012,189.2,191.1,185.85,190.65
8/14/2012,191.1,192.99,189.8,191.04
8/16/2012,191.8,192.38,189,189.45
8/17/2012,189.5,191.72,188.24,189.71
8/21/2012,190.28,191.79,188.91,191.51
8/22/2012,190,193.3,189.7,191.21
8/23/2012,191.4,192.99,190.01,191.18
8/24/2012,190,190.4,188.35,189.38
8/27/2012,189.02,189.94,183.82,184.45
8/28/2012,184.23,185.95,183.02,184.42
8/29/2012,184.9,185.68,182.45,182.99
8/30/2012,182.2,184.7,181.51,183.97
8/31/2012,183.9,186.49,182.87,183.74
9/3/2012,185,186.5,184.25,185.07
9/4/2012,186,188.18,185.1,187.5
9/5/2012,186.01,186.7,182.71,183.02
9/6/2012,182.7,186.49,182.7,185.4
9/7/2012,188.8,190.2,188.26,189.21
9/8/2012, NA , NA , NA , NA 
9/10/2012,189.9,190.5,185.63,186.12
9/11/2012,184.51,187.18,184.5,185.77
9/12/2012,187,187.7,184.51,185.94
9/13/2012,185.4,188.5,185.4,186.76
9/14/2012,191.9,197.5,191.1,197.15
9/17/2012,200.6,208.88,200.6,207.96
9/18/2012,208,215.69,206.06,214.95
9/20/2012,210.9,215.99,210,212.34
9/21/2012,213.59,224.25,213.51,221.32
9/24/2012,221.5,225.28,218.41,219.82
9/25/2012,221.32,224.5,217.2,219.65
9/26/2012,218.8,224,217.15,222.9
9/27/2012,224,226.49,223.02,224.73
9/28/2012,226.94,227.8,222.58,224.06
10/1/2012,224.24,227.87,224.02,227.01
10/3/2012,228.1,230.24,225.3,229.69
10/4/2012,231,234.9,230.43,234.57
10/5/2012,235,236.26,201.03,233.95
10/8/2012,234.05,234.05,226.13,226.95
10/9/2012,229.39,230.6,225.73,228.26
10/10/2012,225.8,226.38,221.85,222.35
10/11/2012,222.7,228.37,219.14,226.71
10/12/2012,226.97,229.45,224.51,225.18
10/15/2012,224.8,226.96,223.08,226.45
10/16/2012,227.04,228.5,222.39,222.88
10/17/2012,224.62,225.59,220.21,221.47
10/18/2012,222.84,228.37,220.7,227.82
10/19/2012,227,227.99,223.4,225.77
10/22/2012,222.7,225.99,222.52,224.1
10/23/2012,224,226.79,223.05,223.47
10/25/2012,223.98,225.04,219.5,219.93
10/29/2012,217.29,220.45,215.68,216.77
10/30/2012,216.9,219.98,206.55,207.43
10/31/2012,207.2,211.46,205.76,211.02
11/1/2012,211.2,212.46,209.85,211.55
11/2/2012,214,215.9,212.51,215.24
11/5/2012,214.29,215.38,212.82,214.48
11/6/2012,213.1,217.75,213.1,217.32
11/7/2012,216.84,222.97,216.45,221.7
11/8/2012,218.9,226.69,218.23,224.23
11/9/2012,223.66,226.93,214.8,215.51
11/11/2012, NA , NA , NA , NA 
11/12/2012,216.51,219.49,212.4,219.03
11/15/2012,215.2,218.2,213.84,215.37
11/16/2012,215.37,216.99,210.11,210.85
11/19/2012,212.4,212.4,208.44,209.39
11/20/2012,211,211.88,205.3,206.65
11/21/2012,207.1,207.44,204.1,206.1
11/22/2012,206.76,211.46,206.76,209.85
11/23/2012,211,211.15,207.53,208.95
11/26/2012,209.65,210.96,208,209.19
11/27/2012,210.17,212.3,209.5,211.51
11/29/2012,212.82,214.2,210.57,213.18
11/30/2012,214.9,218.7,214.56,217.03
12/3/2012,218,221,217.35,220.4
12/4/2012,220.8,224.92,220.24,223.96
12/5/2012,224.8,228.3,224.52,227.18
12/6/2012,228.1,231.79,224,230.72
12/7/2012,231.64,233.96,230.01,231.62
12/10/2012,232.24,232.68,230.11,232.02
12/11/2012,232.97,233.85,228.27,230.88
12/12/2012,231,231.79,228.64,229.49
12/13/2012,230.25,232.5,225.51,226.26
12/14/2012,226.62,232.7,225.38,232.02
12/17/2012,231.88,234.9,231.2,234.43
12/18/2012,235,238.2,227.9,237.27
12/19/2012,238.5,240.82,236.27,237.23
12/20/2012,236.85,239.88,234.26,238.13
12/21/2012,235.51,237.66,232.75,233.45
12/24/2012,234,235.9,232.5,233.13
12/26/2012,233.67,238,232.3,237.09
12/27/2012,237.09,239.75,236.27,238.84
12/28/2012,239.4,239.74,236.91,237.95
12/31/2012,237,239.67,236.87,238.55
1/1/2013,240.49,243.4,239.76,242.65
1/2/2013,245,246.4,243.82,245.05
1/3/2013,246,248.24,243.62,247.16
1/4/2013,246,249.29,245.07,248.67
1/7/2013,249,249.9,246.18,246.76
1/8/2013,246.8,250,246.3,249.34
1/9/2013,249.4,254,249.4,252.28
1/10/2013,253.99,255.17,252.25,253.91
1/11/2013,254.9,255,248.32,249.1
1/14/2013,249.1,251.99,247.52,249.98
1/15/2013,250.5,251.74,247.02,248.99
1/16/2013,248,249.35,242.4,243.24
1/17/2013,242.55,248.24,242.3,246.99
1/18/2013,248.5,251.76,247.81,249.21
1/21/2013,249.5,251.14,249.01,249.95
1/22/2013,249,250.9,245.44,246.45
1/23/2013,247.1,249.21,245.21,248.04
1/24/2013,248,248.43,244.05,245.91
1/25/2013,245.97,252.48,244.8,251.37
1/28/2013,252.5,253.38,248.3,249.15
1/29/2013,249.05,253.5,245.51,246.24
1/30/2013,247.7,248.7,242.66,243.61
1/31/2013,243.6,245.66,241.62,243.8
2/1/2013,243.1,245.21,240.1,241.24
2/4/2013,241.75,242.93,234.5,235.26
2/5/2013,235,238.06,232.81,237.15
2/6/2013,238.5,238.79,234.2,234.87
2/7/2013,233.4,236.4,232.01,232.66
2/8/2013,232,234.29,227.61,228.62
2/11/2013,228.99,231.19,227.74,229.43
2/12/2013,230.1,230.76,227.88,229.64
2/13/2013,230.2,232.32,224.25,225.47
2/14/2013,225,226.9,217.5,221.57
2/15/2013,220.7,224.77,220.51,223.35
2/18/2013,223.5,226.88,223.5,226.27
2/19/2013,226.88,228,223.7,227.35
2/20/2013,228.5,228.71,224.66,225.21
2/21/2013,223.94,224.29,220.01,221.05
2/22/2013,221.1,222.54,219.01,219.6
2/25/2013,221,223.9,220.1,222.09
2/26/2013,220.8,221.6,218.87,219.84
2/27/2013,221.24,223.26,219.7,221.34
2/28/2013,223.4,223.67,205.1,208.09
3/1/2013,208.7,210.9,206.6,208.76
3/4/2013,208.74,210.86,207.65,209.95
3/5/2013,211.2,213.9,208.14,212.85
3/6/2013,214.1,217.49,213.65,216.86
3/7/2013,216.23,217.2,214.51,216.62
3/8/2013,217.73,221.9,217.61,220.95
3/11/2013,220.94,222.1,219.37,220.47
3/12/2013,220.7,222.8,218.31,220.68
3/13/2013,219.7,221.8,217.12,217.93
3/14/2013,217.9,226.15,216.52,225.51
3/15/2013,226.4,227.38,223.75,226.2
3/18/2013,223.77,225.92,223.34,224.98
3/19/2013,226.6,226.97,217.01,220.35
3/20/2013,219.95,220.96,211.03,212.04
3/21/2013,212.6,215.9,208.02,211.95
3/22/2013,212.32,213,207.6,208.4
3/25/2013,212.49,212.51,205.29,205.82
3/26/2013,205,206.79,202.71,205.03
3/28/2013,204.88,208,203.1,207.27
4/1/2013,208.5,209.79,206.65,209.06
4/2/2013,208.22,214.8,207.57,214.04
4/3/2013,213.63,215.7,209.06,210.46
4/4/2013,209.04,209.7,205.74,206.76
4/5/2013,206.76,208.4,204.2,205.67
4/8/2013,205.74,207.14,202.87,203.37
4/9/2013,204.52,206.6,198,198.82
4/10/2013,199.9,202.87,197.61,202.32
4/11/2013,203.48,205,200.8,204.24
4/12/2013,204,209.7,202,208.18
4/15/2013,206.3,215.84,206.26,214.63
4/16/2013,214.8,219.4,214,218.31
4/17/2013,219.5,226.99,219.5,224.51
4/18/2013,225.34,231.26,223.5,229.96
4/22/2013,230.64,236,230.64,232.71
4/23/2013,234,234.33,226.6,228.75
4/25/2013,230.9,234.3,229.4,233.46
4/26/2013,232.5,233.46,227.71,228.79
4/29/2013,230.2,230.95,226.21,227.35
4/30/2013,228.2,229.25,222.54,226.43
5/2/2013,227.5,232.68,226.51,229.95
5/3/2013,228.5,229.34,220.6,221.38
5/6/2013,220.55,223.26,218.3,222.61
5/7/2013,222,226.4,221.85,225.68
5/8/2013,226,227.3,223.15,225.47
5/9/2013,226,232.68,224.4,229.1
5/10/2013,228.99,232.3,228.38,229.36
5/13/2013,230.5,231.88,226.81,227.77
5/14/2013,227.32,231.86,226.64,229.3
5/15/2013,231.01,239.28,230.52,238.27
5/16/2013,237.53,243.91,237.2,241.93
5/17/2013,242.04,243.48,238.8,242.49
5/20/2013,243,247.2,240.25,241.18
5/21/2013,242,242.9,235.39,236.07
5/22/2013,238,240.22,234.55,236.3
5/23/2013,235.5,235.5,215.3,217.76
5/24/2013,219.2,219.8,212.74,215.12
5/27/2013,215.4,218.33,214.68,216.21
5/28/2013,213.54,216.18,212.25,212.98
5/29/2013,213.51,213.93,209.8,210.63
5/30/2013,210,211.99,207.9,208.85
5/31/2013,208.19,208.9,204.21,204.68
6/3/2013,204.81,208.2,204.01,206.99
6/4/2013,207,208.4,202.1,202.82
6/5/2013,202.6,204.44,201.2,203.18
6/6/2013,202.32,206.7,200.65,204.88
6/7/2013,203.5,207.5,201.5,202.41
6/10/2013,204,204.7,200.11,201.15
6/11/2013,200.5,202.6,198.2,199.75
6/12/2013,202.9,202.9,197.07,200.6
6/13/2013,198.99,203.58,198.52,201.88
6/14/2013,203.6,205.9,203.1,204.59
6/17/2013,205.26,207.4,199.22,206.58
6/18/2013,206.3,207.5,203.73,204.36
6/19/2013,204.4,205.21,202.87,204.58
6/20/2013,200.9,201.98,198.74,199.76
6/21/2013,199.4,200.88,196.63,198.91
6/24/2013,198.3,198.71,193,194.85
6/25/2013,194.8,194.95,190.13,190.78
6/26/2013,191.4,192.57,189.21,190.01
6/27/2013,192.15,193,190.1,191.25
6/28/2013,193.8,195.74,193,195.38
7/1/2013,196.3,202.1,195.5,201.56
7/2/2013,201.12,202.9,198.23,198.99
7/3/2013,197.6,197.6,189.28,189.88
7/4/2013,190.2,192.35,187.26,189.99
7/5/2013,192.11,192.77,188.82,189.45
7/8/2013,187.9,188.19,185.01,187.32
7/9/2013,188.7,191.25,188.06,189.46
7/10/2013,190.71,192.38,186.54,187.63
7/11/2013,191.1,192.8,190,191.13
7/12/2013,191.6,191.99,188.13,189.34
7/15/2013,189.17,191.71,186.8,191.23
7/16/2013,186,186,179.75,182.76
7/17/2013,183.6,183.9,179.01,180.67
7/18/2013,181.3,183.09,179.1,182.43
7/19/2013,182.9,182.9,179.87,181.13
7/22/2013,180.7,183.48,180.6,182.47
7/23/2013,183.8,186.98,183.27,186.1
7/24/2013,182,182.7,178.63,180.13
7/25/2013,179.4,181.6,178.91,179.82
7/26/2013,181.1,182.32,175.17,176.52
7/29/2013,176.73,177,173.29,174.01
7/30/2013,174.43,177.4,171.84,172.33
7/31/2013,171.78,171.98,169,170.84
8/1/2013,171.79,172.3,166.5,168.32
8/2/2013,168.8,170.9,166.5,168.06
8/5/2013,168.8,169.4,165.56,168.23
8/6/2013,166.5,167.64,163.3,164.14
8/7/2013,164.5,172.9,163.6,171.61
8/8/2013,170.82,171.8,165,166.41
8/12/2013,166.41,166.97,157.5,160.54
8/13/2013,159.47,162.7,157.5,161.99
8/14/2013,162.4,164.34,160.8,162.44
8/16/2013,161.09,161.4,155.3,157.06
8/19/2013,156.8,156.8,152.1,153.05
8/20/2013,150,156.16,148.86,155.4
8/21/2013,164,165.09,152.3,154.8
8/22/2013,153.27,157.19,151.23,156.48
8/23/2013,156.65,158.68,154.21,155.91
8/26/2013,157.11,158.49,154.51,155.73
8/27/2013,154.2,154.23,150.15,152
8/28/2013,150,151.2,145.27,149.79
8/29/2013,151.3,152.46,147.25,148.78
8/30/2013,148.64,152.6,147.03,151.9
9/2/2013,152,154,151.04,151.63
9/3/2013,152.49,153.46,146.11,147.57
9/4/2013,147.6,151.15,145.57,149.42
9/5/2013,153.6,164.45,153.34,163.82
9/6/2013,163.8,164.8,159.69,163.46
9/10/2013,166.01,169.51,162.1,163.35
9/11/2013,162.29,169.77,160.23,169.01
9/12/2013,170,170.77,164.6,165.84
9/13/2013,163.8,168.6,163.1,166.11
9/16/2013,169.7,170.5,163.53,164.63
9/17/2013,165.2,166,162.72,163.37
9/18/2013,164.5,167.82,163.69,167.37
9/19/2013,174.4,181.8,174.32,180.77
9/20/2013,181.38,184.45,169.24,174.76
9/23/2013,170.91,171.4,164.34,165.46
9/24/2013,162,165.41,159.63,164.49
9/25/2013,164.02,170.22,164.02,169.26
9/26/2013,168.52,169.76,166.43,167.61
9/27/2013,168.05,168.86,162.74,164.07
9/30/2013,161.38,162.8,159.66,161.49
10/1/2013,162.24,164.84,161.4,164.34
10/3/2013,164.3,166.5,162.52,166.02
10/4/2013,165,167.8,163,165.07
10/7/2013,164.13,164.5,162.01,163.3
10/8/2013,167.52,167.95,159.75,160.76
10/9/2013,159.09,161.78,157.38,160.9
10/10/2013,161.02,163.96,160.8,163.29
10/11/2013,165,167.19,163.1,165.28
10/14/2013,164.63,166.9,164.37,165.72
10/15/2013,166.4,169.35,161.11,162.28
10/17/2013,162.57,163.48,160,162.13
10/18/2013,162.9,167.19,162.7,166.46
10/21/2013,166.71,169.5,166.2,167.15
10/22/2013,167,169.19,166,167.52
10/23/2013,169.2,173.49,168.5,171.65
10/24/2013,171.8,174.49,170.76,171.83
10/25/2013,171.5,173.97,170,172.1
10/28/2013,172.5,173.89,167.14,167.54
10/29/2013,167.1,174.5,164.56,174.04
10/30/2013,174.8,175.85,171.48,172.1
10/31/2013,171.79,180.34,170.57,179.68
11/1/2013,179.3,189,178.93,187.9
11/5/2013,187.23,190.79,184.02,187.6
11/6/2013,186.2,188.54,180.4,180.96
11/7/2013,181.08,182.8,174.7,175.26
11/8/2013,174.9,176.8,173,174.43
11/11/2013,172.97,175.29,169.52,170.43
11/12/2013,170.49,171.7,166.9,167.29
11/13/2013,165.81,173.73,165.26,169.71
11/14/2013,172.3,174.09,170.57,172.31
11/18/2013,174.54,177,173.21,176.76
11/19/2013,176.4,183,176.3,182.34
11/20/2013,181.9,183.47,178.2,179.57
11/21/2013,178.24,178.86,175.5,176.29
11/22/2013,176.76,178.09,173.5,173.79
11/25/2013,174.15,181.16,174.01,180.66
11/26/2013,180,181.95,178.1,178.52
11/27/2013,178.6,179.87,175.69,176.37
11/28/2013,177.7,179.07,176.07,176.36
11/29/2013,176.1,182.7,176.1,181.95
12/2/2013,182.7,185.35,181.24,182.21
12/3/2013,181.49,182.98,180.52,181.35
12/4/2013,180.7,183.48,179.7,181.74
12/5/2013,186,188.26,184.62,185.6
12/6/2013,185.2,186.71,184.51,185.96
12/9/2013,191.1,192.4,188.51,189.09
12/10/2013,189.48,189.86,183.63,184.33
12/11/2013,184,184.29,178.15,179.65
12/12/2013,179,179.8,177.15,177.7
12/13/2013,175.8,177,174.01,174.36
12/16/2013,173.01,176.19,172.74,173.21
12/17/2013,175.02,175.5,171.26,171.83
12/18/2013,171.5,177.89,171.5,176.34
12/19/2013,177.23,177.84,171.25,173.1
12/20/2013,172.5,175.8,172.01,175.12
12/23/2013,174.5,177.28,174.5,175.85
12/24/2013,175.91,177.2,175.2,175.93
12/26/2013,175.3,177.17,174.7,175.35
12/27/2013,175.5,178.14,175.5,177.01
12/30/2013,178.08,178.87,175.51,176.46
12/31/2013,175.95,177.3,174.97,176.65
1/1/2014,177.2,177.49,176.13,176.51
1/2/2014,176.59,180.6,173.22,174.26
1/3/2014,172.7,173.6,171.1,171.96
1/6/2014,172.19,172.4,168.2,168.82
1/7/2014,169.29,170.2,165.5,166.14
1/8/2014,166.43,167.79,165.1,165.71
1/9/2014,165.3,166.27,163,163.98
1/10/2014,163.96,165.6,160,160.82
1/13/2014,161.01,164.51,161.01,164.13
1/14/2014,163.5,164.9,162.34,162.75
1/15/2014,163.2,165.8,163.2,164.07
1/16/2014,164.41,165.18,163.24,163.62
1/17/2014,163.46,164.45,161.7,162.15
1/20/2014,162.15,164.59,161.66,164.18
1/21/2014,165.39,167.27,164.62,165.95
1/22/2014,165.4,165.79,163.52,164.68
1/23/2014,163.9,166.3,163.62,165.83
1/24/2014,164.9,166.49,161.8,162.12
1/27/2014,159.79,160.4,158.3,159.45
1/28/2014,160.3,162.8,157.82,159.63
1/29/2014,161.3,162.18,157,157.37
1/30/2014,155.5,155.8,151.01,151.66
1/31/2014,153.05,153.9,151.3,152.38
2/3/2014,152.5,152.9,148.5,148.84
2/4/2014,147.4,152.2,146.68,151.54
2/5/2014,151.89,152.99,150.11,152.17
2/6/2014,152.21,153.79,149.35,150.49
2/7/2014,152.01,153.47,150.35,152.76
2/10/2014,153.04,153.29,150.73,151.41
2/11/2014,151.49,152.75,151.45,151.97
2/12/2014,152.71,154,151.8,153.25
2/13/2014,153.3,153.58,149.6,150.05
2/14/2014,150.23,151.48,145.51,147.51
2/17/2014,147,148.49,146.32,147.36
2/18/2014,147.7,150.98,147.11,150.1
2/19/2014,149.99,151.5,149.8,150.8
2/20/2014,149.7,150.1,147.63,148.06
2/21/2014,148.5,150.5,148.5,150.21
2/24/2014,150.07,151.74,148.92,151.05
2/25/2014,151.7,152.1,149.91,150.6
2/26/2014,151,153.48,150.53,152.04
2/28/2014,152.92,153.94,151.8,153.32
3/3/2014,153,155.86,151.51,151.84
3/4/2014,151.8,155.49,151.5,155.04
3/5/2014,156,158.2,154,157.66
3/6/2014,158.35,158.35,156.2,157.74
3/7/2014,158.4,166.45,158.23,164.96
3/10/2014,164.4,171.1,164,169.21
3/11/2014,169,172.21,166.6,167.48
3/12/2014,165.93,167.4,163.75,164.51
3/13/2014,165,169.6,164.29,165.21
3/14/2014,163.6,166.88,163.4,165.41
3/18/2014,165.5,170.9,165.5,170.13
3/19/2014,171,171.95,169.65,170.88
3/20/2014,170.6,170.6,167.25,167.79
3/21/2014,169.8,171.18,168.9,170.21
3/22/2014, NA , NA , NA , NA 
3/24/2014,171.1,173.99,171.1,172.56
3/25/2014,173.28,174.77,172.81,174.34
3/26/2014,175.41,177.4,174.15,176.75
3/27/2014,178,185.38,178,183.7
3/28/2014,185.65,191.6,185.65,190.2
3/31/2014,191.5,193.88,188.52,191.77
4/1/2014,192.8,193.35,186.75,189.37
4/2/2014,192,194,188.78,193.49
4/3/2014,193.4,193.8,188.36,189.62
4/4/2014,189.9,191.23,187.01,190.28
4/7/2014,190.97,192.57,189.84,192.24
4/9/2014,193.01,199.2,193.01,198.5
4/10/2014,199.5,204,199.02,202.8
4/11/2014,201.5,202.97,198.44,199.41
4/15/2014,199.5,200.48,194.76,196.4
4/16/2014,196.6,199.46,195.01,195.94
4/17/2014,196.71,202.2,196.27,201.73
4/21/2014,202.2,207.88,202.2,207.21
4/22/2014,207.4,207.7,204.02,204.85
4/23/2014,204.5,207.8,204.09,206.52
4/24/2014,206.52,206.52,206.52,206.52
4/25/2014,206,211.15,204.29,208.52
4/28/2014,208,211.9,207.15,210.62
4/29/2014,211.98,212.49,206,206.58
4/30/2014,206.99,210.78,205.39,207.86
5/2/2014,209.5,210.48,204.01,204.82
5/5/2014,205.45,206.99,203.5,204.46
5/6/2014,205.98,206.38,204.07,205.22
5/7/2014,205.17,208.5,204.4,207.58
5/8/2014,208.65,210.4,207.13,209.18
5/9/2014,208,218.52,208,217.32
5/12/2014,218.8,226.48,218.8,224.27
5/13/2014,228,232.4,226.04,227.61
5/14/2014,228.2,231.59,226.73,228.26
5/15/2014,229,230.3,227.24,227.93
5/16/2014,235,250.7,230.1,241.72
5/19/2014,244.9,259.48,244.9,256.81
5/20/2014,261.07,261.5,251.04,252.66
5/21/2014,252.8,253,245.2,245.93
5/22/2014,247.5,253.8,247.1,251.16
5/23/2014,252,277.7,249.73,275.35
5/26/2014,283.4,283.49,262.9,270.19
5/27/2014,269.72,270,261.67,262.93
5/28/2014,263.7,264.59,259.02,261.02
5/29/2014,260.29,264.26,258,260.14
5/30/2014,260.3,262,253.1,254.23
6/2/2014,254.9,265.17,252.67,264.47
6/3/2014,266.61,268.8,262.14,264.52
6/4/2014,262.23,269.37,262.23,268.27
6/5/2014,268.45,272.3,267.1,269.79
6/6/2014,273.5,275.47,271.54,273.98
6/9/2014,275.5,276.15,269.71,270.79
6/10/2014,271.4,271.84,265.11,266.58
6/11/2014,268.3,273.38,266.4,269.73
6/12/2014,269.71,271,267.01,270.13
6/13/2014,270.8,271,258.6,260.79
6/16/2014,261.09,261.49,254.71,258.07
6/17/2014,256.41,267.23,255.35,265.33
6/18/2014,264,268.43,260.67,264.15
6/19/2014,264.7,266.83,259.54,260.55
6/20/2014,260.7,262.38,256.76,258.31
6/23/2014,258.4,262.45,256.7,260.02
6/24/2014,260.02,267.38,260.02,266.32
6/25/2014,266.4,270.43,264.72,269.19
6/26/2014,270,271.76,263.95,265.26
