Date,Open,High,Low,Close
4/13/2007,92.25,95.65,91.43,94.16
4/16/2007,94.92,96.42,94.68,95.63
4/17/2007,95.86,97.18,94.07,95.31
4/18/2007,96.71,98.02,95.31,97.56
4/19/2007,96.43,100.32,94.45,99.38
4/20/2007,99.93,102.28,98.16,101.33
4/23/2007,101.48,103.69,99.59,100.04
4/24/2007,97.18,107.94,97.18,106.93
4/25/2007,100.01,108.92,100.01,107.55
4/26/2007,107.94,110,107.28,108.06
4/27/2007,107.94,108.47,103.15,103.94
4/30/2007,102.94,104.62,99.16,103.97
5/3/2007,104.73,106.39,104.73,106
5/4/2007,106.43,109.6,105.86,106.46
5/7/2007,113.03,113.03,105.2,105.64
5/8/2007,105.67,106.79,101.62,102.06
5/9/2007,102.06,106.33,101.16,105.95
5/10/2007,106.62,108.75,105.35,105.99
5/11/2007,104.73,109.92,100.96,108.79
5/14/2007,111.33,114.64,111.33,113.76
5/15/2007,113.69,117.09,113.22,115.81
5/16/2007,117,121.9,116.34,121.16
5/17/2007,121.72,126.05,121.71,125.22
5/18/2007,125.39,126.43,123.33,125.25
5/21/2007,126.53,128.7,125.96,127.25
5/22/2007,127.25,127.85,124.54,125.11
5/23/2007,125.49,125.49,122.29,123.48
5/24/2007,122.79,123.13,120.3,121.34
5/25/2007,119.07,123.1,117,122.53
5/28/2007,124.06,125.49,122.8,123.46
5/29/2007,123.59,125.1,122.66,124.79
5/30/2007,124.73,127.82,123.72,125.21
5/31/2007,127.85,128.48,125.61,127.72
6/1/2007,128.7,130.68,127.94,130.1
6/4/2007,132.09,133.83,131.15,132.7
6/5/2007,132.09,136.32,131.43,135.54
6/6/2007,136.34,137.19,130.3,131.1
6/7/2007,130.4,132.27,127.68,128.38
6/8/2007,125.61,130.87,124.67,128
6/11/2007,127.94,130.1,126.06,126.41
6/12/2007,127.75,127.75,123.18,125.71
6/13/2007,125.02,125.8,120.79,121.75
6/14/2007,122.66,125.15,122.19,123.96
6/15/2007,125.02,127.28,123.32,124.93
6/18/2007,126.43,126.9,123.88,124.41
6/19/2007,125.01,130.02,123.91,129.44
6/20/2007,130.49,134.91,129.54,134.34
6/21/2007,135.23,138.19,132.09,136.49
6/22/2007,136.34,139.45,136.34,137.3
6/25/2007,137.75,137.75,135.31,136.78
6/26/2007,137.37,138.32,136.13,137.5
6/27/2007,137.28,138.46,135.4,136.49
6/28/2007,137.75,139.16,136.65,138.8
6/29/2007,138.84,144.52,138.84,143.96
7/2/2007,144.36,146.34,143.73,144.43
7/3/2007,146.06,150.02,145.49,149.25
7/4/2007,150.87,152.85,146.84,147.55
7/5/2007,148.6,148.89,144.51,145.97
7/6/2007,146.25,169.74,144.05,146.29
7/9/2007,146.81,149.08,144.93,148.22
7/10/2007,148.89,149.08,145.82,146.32
7/11/2007,145.28,146.89,142.94,145.43
7/12/2007,146.08,148.04,146.08,147.11
7/13/2007,147.66,149.45,146.66,147.18
7/16/2007,147.19,152.66,145.77,152.07
7/17/2007,152.38,153.29,148.51,149.37
7/18/2007,149.92,149.92,147.19,148.66
7/19/2007,148.79,151.72,148.79,150.56
7/20/2007,151.91,152.83,148.7,149.48
7/23/2007,149.45,150.1,147.85,149.57
7/24/2007,151.43,151.72,147.87,148.68
7/25/2007,148.13,149.43,144.93,148.08
7/26/2007,148.13,148.6,145.45,146.42
7/27/2007,143.41,144.12,138.71,141.41
7/30/2007,143.84,152.36,142.45,148.89
7/31/2007,153.04,154.32,145.31,153.21
8/1/2007,151.91,151.91,145.32,146.06
8/2/2007,146.25,153.42,145.68,150.28
8/3/2007,152.85,155.77,151.91,154.34
8/6/2007,151.91,160.3,149.08,158.69
8/7/2007,159.46,162.84,157.81,158.71
8/8/2007,160.4,163.68,160.21,161.04
8/9/2007,162.95,163.04,154.83,155.74
8/10/2007,151.11,152.37,148.62,151.62
8/13/2007,152.85,153.78,150.5,152.2
8/14/2007,154.36,154.36,151.34,152.41
8/16/2007,146.25,146.99,143.16,143.51
8/17/2007,142.47,145.65,137.85,143.34
8/20/2007,148.6,150.02,145.31,146.21
8/21/2007,147.66,147.66,136.93,138.07
8/22/2007,138.89,141.91,133.98,137.64
8/23/2007,139.64,141.52,132.75,133.49
8/24/2007,137.28,138.97,134.45,138.32
8/27/2007,143.32,147.47,140.21,146.69
8/28/2007,148.6,148.6,145.4,146.3
8/29/2007,141.91,149.55,141.91,148.5
8/30/2007,149.45,151.41,147.1,148.21
8/31/2007,148.13,152.66,148.13,151
9/3/2007,152.76,153.13,151.18,151.59
9/4/2007,151.91,152.95,150.21,152.09
9/5/2007,152.76,153.13,149.08,150.42
9/6/2007,149.83,154.74,149.64,154.16
9/7/2007,155.21,155.96,152.19,152.88
9/10/2007,150.4,155.19,149.55,154.74
9/11/2007,155.68,156.34,152.38,153.1
9/12/2007,153.79,154.71,152.8,153.27
9/13/2007,154.24,158.7,153.79,158
9/14/2007,158.61,161.11,154.87,155.71
9/17/2007,154.27,158.04,154.27,155.27
9/18/2007,157.57,160.67,154.45,159.92
9/19/2007,163.7,167.48,163.7,166.98
9/20/2007,169.72,169.72,165.32,166.02
9/21/2007,165.96,173.6,165.4,170.52
9/24/2007,173.61,175.08,170.81,173.06
9/25/2007,173.89,174.33,167.95,170.52
9/26/2007,170.78,177.29,168.71,174.48
9/27/2007,175.68,179.18,174.74,177.45
9/28/2007,178.8,185.11,178.43,183.6
10/1/2007,184.18,185.4,177.63,178.76
10/3/2007,182.38,183.89,168.51,179.98
10/4/2007,177.85,183.23,174.55,179.74
10/5/2007,181.15,182.57,173.51,175.12
10/8/2007,177.85,178.14,165.59,168.13
10/9/2007,168.89,180.21,165.09,178.32
10/10/2007,180.21,184.8,175.59,181.49
10/11/2007,183.51,184.35,180.4,183.51
10/12/2007,183.04,183.99,174.55,175.75
10/15/2007,176.82,186.12,176.04,184.29
10/16/2007,184.93,187.85,179.27,181.89
10/17/2007,161.34,176.76,156.72,172.55
10/18/2007,175.97,178.32,152.38,158.04
10/19/2007,167.48,167.48,150.96,157.29
10/22/2007,153.79,163.13,151.92,161.86
10/23/2007,162.76,172.65,162.76,171.28
10/24/2007,172.66,183.2,171.28,180.18
10/25/2007,180.21,186.25,179.76,183.81
10/26/2007,183.99,198.61,179.74,196.24
10/29/2007,201.44,205.22,196.35,199.71
10/30/2007,200.48,203.71,191.75,193.93
10/31/2007,190.69,200.31,190.69,195.14
11/1/2007,204.46,204.46,193.66,195.81
11/2/2007,193.42,214.56,188.7,212.2
11/5/2007,212.29,219.78,208.99,211.24
11/6/2007,212.39,216.07,205.31,209.35
11/7/2007,211.35,219.75,205.8,213.5
11/8/2007,212.76,213.42,203.81,206.15
11/12/2007,198.14,212.76,196.29,211.82
11/13/2007,214.65,219.27,208.53,216.47
11/14/2007,231.16,231.16,218.43,222.09
11/15/2007,224.09,224.09,216.82,217.79
11/16/2007,217.79,221.63,212.89,219.6
11/19/2007,220.31,223.59,216.18,217.23
11/20/2007,216.54,222.07,213.42,215.02
11/21/2007,214.93,214.93,201.44,203.49
11/22/2007,203.82,217.01,200.59,212.22
11/23/2007,215.12,215.12,208.55,212.2
11/26/2007,215.12,217.01,209.7,211.66
11/27/2007,211.66,215.82,209.93,214.6
11/28/2007,219.25,219.25,211.25,212.52
11/29/2007,214.91,218.41,212.32,213.98
11/30/2007,217.2,220.69,215.5,217.24
12/3/2007,219.84,221.34,217.76,219.35
12/4/2007,219.56,221.24,217.2,218.41
12/5/2007,218.52,226.35,218.08,224.98
12/6/2007,226.45,229.92,224.46,226.02
12/7/2007,228.79,231.89,225.5,229.82
12/10/2007,229.84,231.96,227.86,228.89
12/11/2007,232.01,233.62,228.9,230.95
12/12/2007,228.33,231.63,228.33,230.11
12/13/2007,231.54,232.96,225.31,226.1
12/14/2007,227.39,228.24,224.21,227.09
12/17/2007,227.39,227.39,216.54,218.18
12/18/2007,218.9,221.54,215.72,216.96
12/19/2007,220.19,220.19,210.12,212.91
12/20/2007,214.46,218.24,211.35,212.97
12/24/2007,219.34,221.54,216.1,220.29
12/26/2007,221.82,227.67,221.82,226.45
12/27/2007,228.8,230.1,222.33,224.2
12/28/2007,223.61,227.29,222.68,224.33
12/31/2007,227.37,227.37,222.67,223.72
1/1/2008,224.56,225.97,222.31,224.89
1/2/2008,223.8,231.54,220.97,228.65
1/3/2008,228.33,229.96,224.9,226
1/4/2008,242.86,242.86,224.27,225.39
1/7/2008,226.32,229.09,222.76,226.72
1/8/2008,228.3,236.07,227.89,232.54
1/9/2008,231.16,236.54,230.33,231.59
1/10/2008,234.2,236.35,224.37,227.35
1/11/2008,230.66,231.63,224.46,229.73
1/14/2008,233.87,239.31,230.31,232.4
1/15/2008,235.66,235.66,227.12,228.66
1/16/2008,228.8,229.56,221.35,227.91
1/17/2008,230.5,231.92,224.09,227.99
1/18/2008,225.5,228.99,219.39,222.89
1/21/2008,222.39,224.53,191.66,207.21
1/22/2008,180.21,215.12,172.66,201.67
1/23/2008,214.12,222.86,205.22,219.25
1/24/2008,222.72,226.42,217.01,221.08
1/25/2008,230.22,231.99,222.67,227.14
1/28/2008,229.9,233.9,220,231.34
1/29/2008,231,235.9,222.01,223.07
1/30/2008,227.47,227.9,220.1,222.4
1/31/2008,215.5,224.77,213.6,216.74
2/1/2008,224.47,224.47,211.7,218.46
2/4/2008,221.4,230.74,221,227.37
2/5/2008,226.4,227.4,221,222.85
2/6/2008,219.9,220.5,213.76,218.24
2/7/2008,220,221.9,212.33,215.53
2/8/2008,215.53,221.8,211.62,219.21
2/11/2008,226.69,226.69,200.17,205.1
2/12/2008,211.6,211.6,201.24,205.21
2/13/2008,207,213.9,205.1,211.74
2/14/2008,217.44,223.27,213.9,220.69
2/15/2008,217.8,230.4,217.32,229.57
2/18/2008,231.5,233.97,222.54,225.37
2/19/2008,227.88,229.4,224.65,226.48
2/20/2008,223.21,225.86,218.04,221.02
2/21/2008,223.5,223.5,212.5,217.9
2/22/2008,214.9,215.2,210,211.38
2/25/2008,213.37,213.9,206.5,212.59
2/26/2008,213,215.5,210.05,212.45
2/27/2008,213.43,215.5,207.1,208.79
2/28/2008,209.07,209.6,199.63,203.91
2/29/2008,201,213.5,194.5,211.16
3/3/2008,200.1,205.24,190,192.22
3/4/2008,192.48,194,186.1,187.57
3/5/2008,186.1,189.2,181.3,184.88
3/7/2008,185,186,175.55,183.98
3/10/2008,181,190.8,178.52,188.54
3/11/2008,186,193.6,185.01,189.45
3/12/2008,193,196,177.82,180.76
3/13/2008,176,177.88,168,169.6
3/14/2008,170,174,168,171.29
3/17/2008,169.94,169.94,160.02,163.63
3/18/2008,164,165.5,158.1,159.26
3/19/2008,162.3,167.94,158.71,160.51
3/24/2008,162.5,165,160.5,164.42
3/25/2008,166.5,175.49,166.5,173.9
3/26/2008,174.5,179.4,169.01,171.37
3/27/2008,170,172.1,162.63,164.66
3/28/2008,165.9,168.77,161.26,167.78
3/31/2008,167.4,169.5,159,160.02
4/1/2008,160.5,164.37,158.2,162.32
4/2/2008,165.2,171.1,164.7,165.62
4/3/2008,165.6,167,162.5,163.9
4/4/2008,163.9,165.02,159.15,160.17
4/7/2008,161.9,170,156.13,167.34
4/8/2008,169,172.2,164.84,167.43
4/9/2008,167.8,170.16,165.1,169.35
4/10/2008,170.8,171.95,165.45,166.18
4/11/2008,168.9,169,164.03,166.71
4/15/2008,166.4,169,163.01,167.57
4/16/2008,169,171,165.8,166.5
4/17/2008,168,172.1,167.5,168.32
4/21/2008,167.49,174.8,166,174.1
4/22/2008,173.5,175.3,172.5,173.24
4/23/2008,173.6,174.47,168,169.6
4/24/2008,169.94,171,167.5,168.17
4/25/2008,169,175.38,169,174.85
4/28/2008,176,176.1,172.01,173.68
4/29/2008,173.5,180.7,173,179.55
4/30/2008,179.9,182.1,173,177.46
5/2/2008,179.99,184,179.99,182.24
5/5/2008,183.84,183.84,176.61,177.99
5/6/2008,177.2,178.39,173.5,175.74
5/7/2008,174,177.99,172.23,176.85
5/8/2008,174.5,175.99,172.34,173.33
5/9/2008,171.4,174.32,166.63,168.21
5/12/2008,166.5,168,161.6,166.27
5/13/2008,167,169.2,165.13,166.78
5/14/2008,165.1,167.79,165.1,166.07
5/15/2008,166.5,169,166.5,168.11
5/16/2008,168.11,171.4,168.11,170.63
5/20/2008,170,170.2,164.52,165.28
5/21/2008,163.96,167.73,162.1,166.2
5/22/2008,164.8,164.8,160,160.57
5/23/2008,161.8,162.47,156.43,157.33
5/26/2008,156.3,156.4,152.64,153.79
5/27/2008,155,157.47,146.5,147.44
5/28/2008,149.77,153.5,145.52,151.71
5/29/2008,152.22,153.99,145.22,146.12
5/30/2008,146.51,148.9,143.54,144.5
6/2/2008,142.7,149.8,137.63,139.49
6/3/2008,136.99,140.96,135.21,138.81
6/4/2008,137.5,139.7,132.5,133.13
6/5/2008,133.13,136.9,129.2,135.46
6/6/2008,136.32,138.19,132.8,133.52
6/9/2008,130,130.8,126,129.46
6/10/2008,128.28,129.68,125.04,127.9
6/11/2008,129,132.47,128.18,131
6/12/2008,127.2,134.94,123.67,133.96
6/13/2008,133.8,136,132.24,133.52
6/16/2008,133.49,136.48,131.6,132.65
6/17/2008,132.5,139.38,131.51,138.75
6/18/2008,138.51,139.87,134.51,135.05
6/19/2008,133,138.47,129,130.05
6/20/2008,130.5,132.5,124.11,124.89
6/23/2008,124.5,124.79,119.03,120.43
6/24/2008,122.45,124.29,119.8,120.68
6/25/2008,117,121.7,114.02,119.41
6/26/2008,120.98,124.97,118.75,122.36
6/27/2008,120.13,120.13,115.01,116.12
6/30/2008,119.5,119.5,110.1,111.16
7/1/2008,111.5,113.38,101.1,102.53
7/2/2008,96.57,109.2,96.57,107.83
7/3/2008,107.9,113.37,104.03,110.04
7/4/2008,109.9,113.98,107.5,112.49
7/7/2008,113,119.2,113,117.18
7/8/2008,116,122,109.5,120.76
7/9/2008,123.5,126.5,121.2,123.78
7/10/2008,121.7,125.7,120,123.65
7/11/2008,124.44,125.9,119.5,122.08
7/14/2008,121.9,127.88,120.01,125.79
7/15/2008,125.5,125.5,115.24,118.18
7/16/2008,118.5,120.77,111.61,113.58
7/17/2008,117.5,126.4,116.3,123.15
7/18/2008,125,130.96,121.6,129.96
7/21/2008,130.95,136.5,129.11,135.26
7/22/2008,134.5,141.79,133.54,140.34
7/23/2008,145,154.98,144,154.33
7/24/2008,155.8,157.4,146.24,147.88
7/25/2008,142.5,150.8,142.27,144.4
7/28/2008,140.2,150.49,140.2,141.74
7/29/2008,139.8,141.87,130.6,131.87
7/30/2008,133,139.77,132.5,138.79
7/31/2008,139,143.09,134.3,141.73
8/1/2008,139.18,151.99,137,150.46
8/4/2008,149.87,154.7,147.9,151.05
8/5/2008,151.05,158.6,147,157.84
8/6/2008,159.24,163.9,150.73,151.85
8/7/2008,151.48,155.44,150.63,152.32
8/8/2008,154.37,154.37,147.51,151.78
8/11/2008,153.3,160.5,153.3,159.79
8/12/2008,159.65,162.48,152.51,155.6
8/13/2008,155.35,158.8,152.24,155.34
8/14/2008,157.79,157.79,145.2,145.52
8/18/2008,144,147.77,142.51,145.51
8/19/2008,143,145.89,141.21,144.24
8/20/2008,145.4,147.8,143,144.35
8/21/2008,143.52,144.2,133.4,134.31
8/22/2008,134.31,136.28,130.9,134.41
8/25/2008,137,139.68,135.24,135.71
8/26/2008,134.9,137.9,133.02,137.07
8/27/2008,136.46,138.9,131.81,133.1
8/28/2008,131.04,134.2,130.05,130.93
8/29/2008,133.6,140.98,133.6,140.38
9/1/2008,139,143.47,136.1,141.56
9/2/2008,142,154.8,142,152.3
9/4/2008,150.01,154.67,146.15,153.47
9/5/2008,151.15,153.72,147,151.99
9/8/2008,156,161,156,159.18
9/9/2008,158.99,158.99,155.1,155.85
9/10/2008,154.1,158.37,153.5,156.66
9/11/2008,155.12,155.57,151.01,153.9
9/12/2008,155.98,156.4,148.8,151.35
9/15/2008,148.88,150.24,140.6,149.01
9/16/2008,142,160,142,158.07
9/17/2008,160,160,151.16,153.08
9/18/2008,147,158.77,142.5,156.66
9/19/2008,159.8,162,154.63,156.57
9/22/2008,158,159.49,154.8,156.69
9/23/2008,153,156.81,149.68,150.32
9/24/2008,151.5,153.8,148.4,151.8
9/25/2008,152.01,152.74,146.8,149.5
9/26/2008,150.9,150.9,142.71,143.49
9/29/2008,144.99,145.5,135.2,140.54
9/30/2008,138.5,148.5,135.5,146.34
10/1/2008,148.48,152.5,141.5,150.45
10/3/2008,145.1,152.7,145.1,148.37
10/6/2008,147.26,147.8,142.12,143.35
10/7/2008,145.54,150.5,138.2,140.63
10/8/2008,137.47,138.5,130.1,131.83
10/10/2008,124.4,137.5,118.11,135.25
10/13/2008,137.8,153.2,136.4,149.57
10/14/2008,155.26,158.98,150.3,152.84
10/15/2008,145.5,153.7,145.5,150.01
10/16/2008,145.5,155.89,141.6,154.05
10/17/2008,155.9,156.5,138.01,141.95
10/20/2008,142,151,136.82,143.56
10/21/2008,145,150.49,142,148.76
10/22/2008,146,147.9,138.3,139.23
10/23/2008,136.6,139.7,131.4,132.63
10/24/2008,130,131.3,110,116.47
10/27/2008,114.96,118.97,98.5,105.28
10/29/2008,116,118.5,107.82,109.96
10/31/2008,115,117.7,106.55,110.97
11/3/2008,116.4,126.47,115.5,124.04
11/4/2008,123.01,133.44,122.36,132.07
11/5/2008,138,138,126.2,127.25
11/6/2008,123.38,126.47,120,121.67
11/7/2008,120.1,125.99,118.56,124.88
11/10/2008,127,131.5,125.1,130.09
11/11/2008,130.97,130.97,121.4,122.24
11/12/2008,121.02,123.29,114.63,117.88
11/14/2008,120.1,123.9,115.5,117.16
11/17/2008,117,118.9,112.1,116.79
11/18/2008,114.1,115.39,109.7,110.85
11/19/2008,110.79,115.2,106.56,108.11
11/20/2008,104.9,113.68,102.13,108.71
11/21/2008,108.52,121,108.52,118.36
11/24/2008,120,122.23,111.63,114.74
11/25/2008,116.78,119,106,107.18
11/26/2008,108.4,111.5,104.3,110.5
11/27/2008, NA , NA , NA , NA 
11/28/2008,106.5,110.99,105.5,108.86
12/1/2008,109,112.63,104.8,105.61
12/2/2008,103.5,104.5,99.56,103.7
12/3/2008,105,110.6,103.51,109.71
12/4/2008,110.5,117.5,109.8,116.89
12/5/2008,116.8,120.9,112.03,113.42
12/8/2008,117,120,115.3,116.88
12/10/2008,117.5,119.8,115,118.91
12/11/2008,119.1,122.2,116.51,119.89
12/12/2008,116.5,123.2,113.64,121.68
12/15/2008,122,125.9,119.24,120.47
12/16/2008,119.5,124.5,119.5,123.88
12/17/2008,124.01,126,119,120.17
12/18/2008,120.32,130.5,120.21,129.6
12/19/2008,128,132.4,126.76,128.74
12/22/2008,127.8,132.29,126.5,127.29
12/23/2008,126.2,128,125,126.42
12/24/2008,126,129.6,125.27,128.57
12/26/2008,129.5,130.9,122.67,124.31
12/29/2008,124,127.65,120.56,127.18
12/30/2008,127.5,130.84,125.96,129.17
12/31/2008,130.8,130.8,127,128.88
1/2/2009,131.5,135,131.22,133.18
1/5/2009,135.4,137.76,134.8,136.08
1/6/2009,138.87,138.87,129.8,132.29
1/7/2009,132.5,134.96,122.01,124
1/9/2009,122,125.17,117.64,122.11
1/12/2009,120.5,122.32,110.83,115.89
1/13/2009,114.5,118.63,114.04,117.49
1/14/2009,118,121.14,117.14,119.69
1/15/2009,117.5,117.5,113.2,114.72
1/16/2009,115.5,117.66,115.1,116.42
1/19/2009,116.3,118.3,113.91,114.64
1/20/2009,113.2,113.5,110.22,111.29
1/21/2009,110,110.98,107,108.12
1/22/2009,109.99,110.4,106.61,109.03
1/23/2009,107.95,111.1,103.11,104.15
1/27/2009,106,109.4,106,108.76
1/28/2009,109.24,111.77,106.54,111.25
1/29/2009,113,116.4,108.86,109.93
1/30/2009,109.49,115.9,107.68,115.1
2/2/2009,113.9,113.9,108.51,109.58
2/3/2009,106.62,113.3,106.62,109.23
2/4/2009,110,111.96,108.61,109.68
2/5/2009,110.25,110.97,108.2,109.47
2/6/2009,111,112.4,110,111.86
2/9/2009,112.5,115.4,111.6,114.75
2/10/2009,117.37,118.39,114.3,116.41
2/11/2009,115.7,116.5,110.71,115.89
2/12/2009,114.68,117.66,114.5,115.92
2/13/2009,116.6,120.6,116.6,119.59
2/16/2009,118.06,119.19,112.76,113.68
2/17/2009,112.8,112.8,109.14,109.88
2/18/2009,109.8,110.5,106.5,107.09
2/19/2009,108.8,109.35,105.1,105.87
2/20/2009,104.78,105.64,103.5,104.4
2/24/2009,105.06,105.06,99.61,102.78
2/25/2009,105.5,105.9,103,103.66
2/26/2009,103.9,105.5,101.5,102.31
2/27/2009,102.34,103.6,100.62,102.53
3/2/2009,101.47,101.5,98.5,99.45
3/3/2009,99.5,100.7,96.85,97.43
3/4/2009,98.2,98.6,95.1,95.7
3/5/2009,96.99,97.8,92.3,93.43
3/6/2009,92.5,95.79,91.11,94.11
3/9/2009,93.2,93.95,89.15,89.53
3/12/2009,93.4,93.4,89.71,91.13
3/13/2009,92.28,95.57,92.28,95.31
3/16/2009,95.59,99.1,95.44,98.71
3/17/2009,99.1,99.79,94.65,95
3/18/2009,95.48,97.5,95.48,96.03
3/19/2009,95.8,97.6,93.6,96.87
3/20/2009,95.66,96.85,94.5,95.47
3/23/2009,96.5,102.96,96.13,102.36
3/24/2009,103.5,108.5,102.5,103.22
3/25/2009,103.9,105.95,102.22,105
3/26/2009,106.38,110.5,104.82,109.55
3/27/2009,110.5,113.4,108.54,112.43
3/30/2009,111.1,111.9,101.4,102.24
3/31/2009,103.21,108.5,99.51,106.71
4/1/2009,107.61,108.47,102.33,107.75
4/2/2009,110.11,117,110.11,114.71
4/6/2009,117.55,119.4,110.83,112.47
4/8/2009,109,113.9,107.04,112.38
4/9/2009,115.02,116.2,111.33,114.03
4/13/2009,116.08,123,115.5,121.79
4/15/2009,119.03,131,118.57,129.48
4/16/2009,130.5,132.09,125,126.08
4/17/2009,129.9,135.5,127.67,130.48
4/20/2009,131,134.2,127.51,129.46
4/21/2009,127.06,128.5,124.07,125.38
4/22/2009,126.49,127.8,122.3,123.14
4/23/2009,123.33,128.09,120.14,126.6
4/24/2009,127.46,132.5,125.9,131.12
4/27/2009,128.9,133,126.5,127.82
4/28/2009,127.6,129.85,123,123.56
4/29/2009,124.5,129.2,124.2,127.86
4/30/2009,129.12,129.12,129.12,129.12
5/4/2009,132.52,137.3,132.26,136.63
5/5/2009,137.5,138.6,133.57,134.52
5/6/2009,135.4,137.7,131.01,132.24
5/7/2009,137.87,137.87,133.5,136.95
5/8/2009,136.98,137.5,130.61,132.46
5/11/2009,134.5,137.4,124.71,125.82
5/12/2009,125,130,124,129.51
5/13/2009,130,131,125.5,126.14
5/14/2009,124.97,127.59,121.95,126.74
5/15/2009,126.7,132.49,126.7,131.35
5/18/2009,144.5,168.8,144.5,157.65
5/19/2009,164.8,184.38,150,175.4
5/20/2009,174,182,171.2,178.12
5/21/2009,176,177.9,170,171.22
5/22/2009,168.7,173.99,167.6,173.2
5/25/2009,173.68,174.27,169.5,172.24
5/26/2009,170.6,176.05,167,168.95
5/27/2009,171.01,179.97,171.01,179.29
5/28/2009,178,183.7,176.75,182.96
5/29/2009,183.1,189.21,182.7,186.88
6/1/2009,203.97,203.97,184.27,187.68
6/2/2009,188,194.1,181.88,190.69
6/3/2009,191.5,192.99,185.8,187.96
6/4/2009,186.5,189.53,184.1,188.29
6/5/2009,189.5,189.8,181,181.76
6/8/2009,182.9,183,168.43,169.6
6/9/2009,168.99,177.5,167.9,176.36
6/10/2009,176.4,179.99,174.01,175.68
6/11/2009,176.5,176.5,168,169.35
6/12/2009,171,172.34,162.6,163.46
6/15/2009,162.9,167.4,161,164.19
6/16/2009,161.64,172.2,159.9,171.43
6/17/2009,170.9,171.8,165.27,166.24
6/18/2009,169.78,172.87,165.9,170.33
6/19/2009,171.53,174.5,167.71,172.46
6/22/2009,173.1,176,168.6,169.54
6/23/2009,167.5,172.5,166.45,170.79
6/24/2009,172.4,173,169.5,171.68
6/25/2009,173,174,170,170.4
6/26/2009,170.99,175.9,169,174.93
6/29/2009,175.49,178,173.55,176.51
6/30/2009,178.3,178.31,173.31,174.53
7/1/2009,173.1,179.4,172.11,177.96
7/2/2009,178.5,179,173.23,175.95
7/3/2009,174.4,182.2,173.1,180.96
7/6/2009,180,183.99,163.32,165.35
7/7/2009,168,169.7,161.91,163.63
7/8/2009,162.99,162.99,156.65,158.07
7/9/2009,158.5,162.48,157.01,160.4
7/10/2009,160.9,161.8,153.1,154.37
7/13/2009,153.5,157.4,151.06,154.65
7/14/2009,157,158.99,156.7,158.26
7/15/2009,159,164.78,158.6,163.7
7/16/2009,165.2,166,159.52,160.42
7/17/2009,162,168.3,161.7,167.4
7/20/2009,168,173.94,164.1,172.29
7/21/2009,172.2,174,168,171.15
7/22/2009,172,174.7,168.32,169.39
7/23/2009,171,174,170.25,172.71
7/24/2009,174,174.49,169.11,169.86
7/27/2009,171,172.8,169.5,171.13
7/28/2009,174.08,174.08,167.21,168.18
7/29/2009,165.2,167.99,162.13,165.68
7/30/2009,166.1,174.4,165.01,172.28
7/31/2009,174.1,182.23,174,181.16
8/3/2009,182,186.4,180.1,184.71
8/4/2009,187,188.8,183.63,185.74
8/5/2009,185.51,187.37,183.02,184.35
8/6/2009,184.3,185.5,178.9,179.66
8/7/2009,177.07,180,172,174.33
8/10/2009,179.74,179.74,170,171.1
8/11/2009,171.6,175.5,170.57,172.93
8/12/2009,170.91,171.99,167.13,170.27
8/13/2009,174,181,172.56,179.76
8/14/2009,180.5,181.49,178.1,180.07
8/17/2009,177.26,178.15,170.55,171.35
8/18/2009,171.35,176,170.81,173.45
8/19/2009,173.6,174.74,167,169.11
8/20/2009,171,176.5,170.99,175.32
8/21/2009,174.6,178.31,172.04,177.59
8/24/2009,179,181.5,177.89,179.02
8/25/2009,177.9,178.15,174.1,174.76
8/26/2009,177.27,177.27,173.32,173.97
8/27/2009,174,176.9,172.2,175.38
8/28/2009,179.9,179.9,176,178.18
8/31/2009,176.5,177.38,173.6,174.29
9/1/2009,176.1,178.1,172.6,173.32
9/2/2009,173.1,175,171.5,173.44
9/3/2009,174.9,175.69,173.72,174.7
9/4/2009,175.23,177.4,174.31,176.24
9/7/2009,177.26,182.19,177.1,181.34
9/8/2009,183.5,190.99,181.8,189.4
9/9/2009,189,190.77,187.1,189.48
9/10/2009,191.01,192.5,187.11,188.15
9/11/2009,189.95,194.77,187.63,192.05
9/14/2009,192.9,196.45,191.06,195.65
9/15/2009,198.97,201.99,196.01,200.8
9/16/2009,204.99,209.9,201.5,208.67
9/17/2009,211,214.27,208.35,210.18
9/18/2009,208.5,216.2,207.95,214.78
9/22/2009,214,218.5,213,217.07
9/23/2009,218.5,218.76,213.5,214.16
9/24/2009,212.1,217.79,211.49,216.73
9/25/2009,215,217.3,213,213.85
9/29/2009,214.13,216.7,208.5,209.2
9/30/2009,210,221.9,208.52,219.49
10/1/2009,219.15,223.5,217.03,221.07
10/5/2009,221.5,221.5,211.18,213.32
10/6/2009,215.94,216.74,209.93,215.87
10/7/2009,216.51,218.95,208.6,210.17
10/8/2009,211.5,213.46,209.66,211.6
10/9/2009,212.13,212.99,204.7,206.76
