,Open,High,Low,Close,Candlestick,Date
470,108.4,111.5,104.3,110.5,Undefined,11/26/2008
471,106.5,110.99,105.5,108.86,Undefined,11/28/2008
472,109,112.63,104.8,105.61,Undefined,12/1/2008
473,103.5,104.5,99.56,103.7,Dragonfly Doji,12/2/2008
474,105,110.6,103.51,109.71,Undefined,12/3/2008
475,110.5,117.5,109.8,116.89,Marubozu,12/4/2008
476,116.8,120.9,112.03,113.42,Undefined,12/5/2008
477,117,120,115.3,116.88,Undefined,12/8/2008
478,117.5,119.8,115,118.91,Undefined,12/10/2008
479,119.1,122.2,116.51,119.89,Undefined,12/11/2008
480,116.5,123.2,113.64,121.68,Undefined,12/12/2008
481,122,125.9,119.24,120.47,Undefined,12/15/2008
482,119.5,124.5,119.5,123.88,Marubozu,12/16/2008
483,124.01,126,119,120.17,Undefined,12/17/2008
484,120.32,130.5,120.21,129.6,Undefined,12/18/2008
485,128,132.4,126.76,128.74,Spinning Top,12/19/2008
486,127.8,132.29,126.5,127.29,Doji,12/22/2008
487,126.2,128,125,126.42,Undefined,12/23/2008
488,126,129.6,125.27,128.57,Undefined,12/24/2008
489,129.5,130.9,122.67,124.31,Undefined,12/26/2008
490,124,127.65,120.56,127.18,Undefined,12/29/2008
491,127.5,130.84,125.96,129.17,Undefined,12/30/2008
492,130.8,130.8,127,128.88,Undefined,12/31/2008
493,131.5,135,131.22,133.18,Undefined,1/2/2009
494,135.4,137.76,134.8,136.08,Undefined,1/5/2009
495,138.87,138.87,129.8,132.29,Undefined,1/6/2009
496,132.5,134.96,122.01,124,Undefined,1/7/2009
497,122,125.17,117.64,122.11,Doji,1/9/2009
498,120.5,122.32,110.83,115.89,Undefined,1/12/2009
499,114.5,118.63,114.04,117.49,Undefined,1/13/2009
500,118,121.14,117.14,119.69,Undefined,1/14/2009
501,117.5,117.5,113.2,114.72,Undefined,1/15/2009
502,115.5,117.66,115.1,116.42,Gravestone Doji,1/16/2009
503,116.3,118.3,113.91,114.64,Undefined,1/19/2009
504,113.2,113.5,110.22,111.29,Undefined,1/20/2009
505,110,110.98,107,108.12,Undefined,1/21/2009
506,109.99,110.4,106.61,109.03,Undefined,1/22/2009
507,107.95,111.1,103.11,104.15,Undefined,1/23/2009
508,106,109.4,106,108.76,Undefined,1/27/2009
509,109.24,111.77,106.54,111.25,Undefined,1/28/2009
510,113,116.4,108.86,109.93,Undefined,1/29/2009
511,109.49,115.9,107.68,115.1,Undefined,1/30/2009
512,113.9,113.9,108.51,109.58,Undefined,2/2/2009
513,106.62,113.3,106.62,109.23,Undefined,2/3/2009
514,110,111.96,108.61,109.68,Doji,2/4/2009
515,110.25,110.97,108.2,109.47,Undefined,2/5/2009
516,111,112.4,110,111.86,Undefined,2/6/2009
517,112.5,115.4,111.6,114.75,Undefined,2/9/2009
518,117.37,118.39,114.3,116.41,Undefined,2/10/2009
519,115.7,116.5,110.71,115.89,Doji,2/11/2009
520,114.68,117.66,114.5,115.92,Undefined,2/12/2009
521,116.6,120.6,116.6,119.59,Undefined,2/13/2009
522,118.06,119.19,112.76,113.68,Undefined,2/16/2009
523,112.8,112.8,109.14,109.88,Undefined,2/17/2009
524,109.8,110.5,106.5,107.09,Undefined,2/18/2009
525,108.8,109.35,105.1,105.87,Undefined,2/19/2009
526,104.78,105.64,103.5,104.4,Undefined,2/20/2009
527,105.06,105.06,99.61,102.78,Undefined,2/24/2009
528,105.5,105.9,103,103.66,Undefined,2/25/2009
529,103.9,105.5,101.5,102.31,Undefined,2/26/2009
530,102.34,103.6,100.62,102.53,Doji,2/27/2009
531,101.47,101.5,98.5,99.45,Undefined,3/2/2009
532,99.5,100.7,96.85,97.43,Undefined,3/3/2009
533,98.2,98.6,95.1,95.7,Undefined,3/4/2009
534,96.99,97.8,92.3,93.43,Undefined,3/5/2009
535,92.5,95.79,91.11,94.11,Undefined,3/6/2009
536,93.2,93.95,89.15,89.53,Undefined,3/9/2009
537,93.4,93.4,89.71,91.13,Undefined,3/12/2009
538,92.28,95.57,92.28,95.31,Marubozu,3/13/2009
539,95.59,99.1,95.44,98.71,Marubozu,3/16/2009
540,99.1,99.79,94.65,95,Undefined,3/17/2009
541,95.48,97.5,95.48,96.03,Undefined,3/18/2009
542,95.8,97.6,93.6,96.87,Undefined,3/19/2009
543,95.66,96.85,94.5,95.47,Undefined,3/20/2009
544,96.5,102.96,96.13,102.36,Undefined,3/23/2009
545,103.5,108.5,102.5,103.22,Doji,3/24/2009
546,103.9,105.95,102.22,105,Undefined,3/25/2009
547,106.38,110.5,104.82,109.55,Undefined,3/26/2009
548,110.5,113.4,108.54,112.43,Undefined,3/27/2009
549,111.1,111.9,101.4,102.24,Undefined,3/30/2009
550,103.21,108.5,99.51,106.71,Undefined,3/31/2009
551,107.61,108.47,102.33,107.75,Doji,4/1/2009
552,110.11,117,110.11,114.71,Undefined,4/2/2009
553,117.55,119.4,110.83,112.47,Undefined,4/6/2009
554,109,113.9,107.04,112.38,Undefined,4/8/2009
555,115.02,116.2,111.33,114.03,Spinning Top,4/9/2009
556,116.08,123,115.5,121.79,Undefined,4/13/2009
557,119.03,131,118.57,129.48,Undefined,4/15/2009
558,130.5,132.09,125,126.08,Undefined,4/16/2009
559,129.9,135.5,127.67,130.48,Doji,4/17/2009
560,131,134.2,127.51,129.46,Spinning Top,4/20/2009
561,127.06,128.5,124.07,125.38,Undefined,4/21/2009
562,126.49,127.8,122.3,123.14,Undefined,4/22/2009
563,123.33,128.09,120.14,126.6,Undefined,4/23/2009
564,127.46,132.5,125.9,131.12,Undefined,4/24/2009
565,128.9,133,126.5,127.82,Spinning Top,4/27/2009
566,127.6,129.85,123,123.56,Undefined,4/28/2009
567,124.5,129.2,124.2,127.86,Undefined,4/29/2009
568,129.12,129.12,129.12,129.12,Doji,4/30/2009
569,132.52,137.3,132.26,136.63,Undefined,5/4/2009
570,137.5,138.6,133.57,134.52,Undefined,5/5/2009
571,135.4,137.7,131.01,132.24,Undefined,5/6/2009
572,137.87,137.87,133.5,136.95,Undefined,5/7/2009
573,136.98,137.5,130.61,132.46,Undefined,5/8/2009
574,134.5,137.4,124.71,125.82,Undefined,5/11/2009
575,125,130,124,129.51,Undefined,5/12/2009
576,130,131,125.5,126.14,Undefined,5/13/2009
577,124.97,127.59,121.95,126.74,Undefined,5/14/2009
578,126.7,132.49,126.7,131.35,Undefined,5/15/2009
579,144.5,168.8,144.5,157.65,Undefined,5/18/2009
580,164.8,184.38,150,175.4,Undefined,5/19/2009
581,174,182,171.2,178.12,Undefined,5/20/2009
582,176,177.9,170,171.22,Undefined,5/21/2009
583,168.7,173.99,167.6,173.2,Undefined,5/22/2009
584,173.68,174.27,169.5,172.24,Undefined,5/25/2009
585,170.6,176.05,167,168.95,Spinning Top,5/26/2009
586,171.01,179.97,171.01,179.29,Marubozu,5/27/2009
587,178,183.7,176.75,182.96,Undefined,5/28/2009
588,183.1,189.21,182.7,186.88,Undefined,5/29/2009
589,203.97,203.97,184.27,187.68,Undefined,6/1/2009
590,188,194.1,181.88,190.69,Spinning Top,6/2/2009
591,191.5,192.99,185.8,187.96,Undefined,6/3/2009
592,186.5,189.53,184.1,188.29,Undefined,6/4/2009
593,189.5,189.8,181,181.76,Marubozu,6/5/2009
594,182.9,183,168.43,169.6,Undefined,6/8/2009
595,168.99,177.5,167.9,176.36,Undefined,6/9/2009
596,176.4,179.99,174.01,175.68,Spinning Top,6/10/2009
597,176.5,176.5,168,169.35,Undefined,6/11/2009
598,171,172.34,162.6,163.46,Undefined,6/12/2009
599,162.9,167.4,161,164.19,Spinning Top,6/15/2009
600,161.64,172.2,159.9,171.43,Undefined,6/16/2009
601,170.9,171.8,165.27,166.24,Undefined,6/17/2009
602,169.78,172.87,165.9,170.33,Doji,6/18/2009
603,171.53,174.5,167.71,172.46,Spinning Top,6/19/2009
604,173.1,176,168.6,169.54,Undefined,6/22/2009
605,167.5,172.5,166.45,170.79,Undefined,6/23/2009
606,172.4,173,169.5,171.68,Dragonfly Doji,6/24/2009
607,173,174,170,170.4,Undefined,6/25/2009
608,170.99,175.9,169,174.93,Undefined,6/26/2009
609,175.49,178,173.55,176.51,Undefined,6/29/2009
610,178.3,178.31,173.31,174.53,Undefined,6/30/2009
611,173.1,179.4,172.11,177.96,Undefined,7/1/2009
612,178.5,179,173.23,175.95,Undefined,7/2/2009
613,174.4,182.2,173.1,180.96,Undefined,7/3/2009
614,180,183.99,163.32,165.35,Undefined,7/6/2009
615,168,169.7,161.91,163.63,Undefined,7/7/2009
616,162.99,162.99,156.65,158.07,Undefined,7/8/2009
617,158.5,162.48,157.01,160.4,Undefined,7/9/2009
618,160.9,161.8,153.1,154.37,Undefined,7/10/2009
619,153.5,157.4,151.06,154.65,Spinning Top,7/13/2009
620,157,158.99,156.7,158.26,Undefined,7/14/2009
621,159,164.78,158.6,163.7,Undefined,7/15/2009
622,165.2,166,159.52,160.42,Undefined,7/16/2009
623,162,168.3,161.7,167.4,Undefined,7/17/2009
624,168,173.94,164.1,172.29,Undefined,7/20/2009
625,172.2,174,168,171.15,Spinning Top,7/21/2009
626,172,174.7,168.32,169.39,Undefined,7/22/2009
627,171,174,170.25,172.71,Undefined,7/23/2009
628,174,174.49,169.11,169.86,Undefined,7/24/2009
629,171,172.8,169.5,171.13,Doji,7/27/2009
630,174.08,174.08,167.21,168.18,Undefined,7/28/2009
631,165.2,167.99,162.13,165.68,Doji,7/29/2009
632,166.1,174.4,165.01,172.28,Undefined,7/30/2009
633,174.1,182.23,174,181.16,Undefined,7/31/2009
634,182,186.4,180.1,184.71,Undefined,8/3/2009
635,187,188.8,183.63,185.74,Doji,8/4/2009
636,185.51,187.37,183.02,184.35,Doji,8/5/2009
637,184.3,185.5,178.9,179.66,Undefined,8/6/2009
638,177.07,180,172,174.33,Undefined,8/7/2009
639,179.74,179.74,170,171.1,Undefined,8/10/2009
640,171.6,175.5,170.57,172.93,Undefined,8/11/2009
641,170.91,171.99,167.13,170.27,Doji,8/12/2009
642,174,181,172.56,179.76,Undefined,8/13/2009
643,180.5,181.49,178.1,180.07,Doji,8/14/2009
644,177.26,178.15,170.55,171.35,Undefined,8/17/2009
645,171.35,176,170.81,173.45,Undefined,8/18/2009
646,173.6,174.74,167,169.11,Undefined,8/19/2009
647,171,176.5,170.99,175.32,Undefined,8/20/2009
648,174.6,178.31,172.04,177.59,Undefined,8/21/2009
649,179,181.5,177.89,179.02,Doji,8/24/2009
650,177.9,178.15,174.1,174.76,Undefined,8/25/2009
651,177.27,177.27,173.32,173.97,Undefined,8/26/2009
652,174,176.9,172.2,175.38,Undefined,8/27/2009
653,179.9,179.9,176,178.18,Undefined,8/28/2009
654,176.5,177.38,173.6,174.29,Undefined,8/31/2009
655,176.1,178.1,172.6,173.32,Undefined,9/1/2009
656,173.1,175,171.5,173.44,Doji,9/2/2009
657,174.9,175.69,173.72,174.7,Doji,9/3/2009
658,175.23,177.4,174.31,176.24,Undefined,9/4/2009
659,177.26,182.19,177.1,181.34,Undefined,9/7/2009
660,183.5,190.99,181.8,189.4,Undefined,9/8/2009
661,189,190.77,187.1,189.48,Spinning Top,9/9/2009
662,191.01,192.5,187.11,188.15,Undefined,9/10/2009
663,189.95,194.77,187.63,192.05,Undefined,9/11/2009
664,192.9,196.45,191.06,195.65,Undefined,9/14/2009
665,198.97,201.99,196.01,200.8,Undefined,9/15/2009
666,204.99,209.9,201.5,208.67,Undefined,9/16/2009
667,211,214.27,208.35,210.18,Spinning Top,9/17/2009
668,208.5,216.2,207.95,214.78,Undefined,9/18/2009
669,214,218.5,213,217.07,Undefined,9/22/2009
670,218.5,218.76,213.5,214.16,Undefined,9/23/2009
671,212.1,217.79,211.49,216.73,Undefined,9/24/2009
672,215,217.3,213,213.85,Doji,9/25/2009
673,214.13,216.7,208.5,209.2,Undefined,9/29/2009
674,210,221.9,208.52,219.49,Undefined,9/30/2009
675,219.15,223.5,217.03,221.07,Spinning Top,10/1/2009
676,221.5,221.5,211.18,213.32,Undefined,10/5/2009
677,215.94,216.74,209.93,215.87,Doji,10/6/2009
678,216.51,218.95,208.6,210.17,Undefined,10/7/2009
679,211.5,213.46,209.66,211.6,Doji,10/8/2009
680,212.13,212.99,204.7,206.76,Undefined,10/9/2009
681,209.87,218.5,206.68,217.27,Undefined,10/12/2009
682,218.3,218.3,218.3,218.3,Doji,10/13/2009
683,218.53,228.6,217.5,227.24,Undefined,10/14/2009
684,229.89,233.99,227.5,232.87,Undefined,10/15/2009
685,233.4,247.4,231,244.63,Undefined,10/16/2009
686,246,249.9,244.66,247.09,Spinning Top,10/20/2009
687,247,247,238,238.61,Marubozu,10/21/2009
688,237.27,238.47,231.51,232.48,Undefined,10/22/2009
689,230.26,237.97,227.26,235.46,Undefined,10/23/2009
690,236.5,237.39,229.5,230.55,Undefined,10/26/2009
691,229.5,233.9,218.49,220.27,Undefined,10/27/2009
692,221.87,223.25,211.66,221.29,Doji,10/28/2009
693,216.26,222.34,216.26,219.63,Undefined,10/29/2009
694,221.5,229.9,218.05,219.1,Undefined,10/30/2009
695,218.7,218.7,209,210.3,Undefined,11/3/2009
696,213,218.5,205.74,217.13,Undefined,11/4/2009
697,217.77,217.77,208.43,213.93,Undefined,11/5/2009
698,216,222.6,215.5,220.5,Undefined,11/6/2009
699,221.5,232.5,221,231.82,Marubozu,11/9/2009
700,233.8,238.19,232.5,236.89,Undefined,11/10/2009
701,236.5,238.45,233,237.82,Undefined,11/11/2009
702,237,237.82,227.6,229.37,Undefined,11/12/2009
703,227.6,233.3,226.26,229.99,Undefined,11/13/2009
704,227.26,237.26,227.26,234.55,Undefined,11/16/2009
705,235.98,236,229.66,235.07,Undefined,11/17/2009
706,234.76,235.9,231.5,232.78,Undefined,11/18/2009
707,232.9,232.91,227.01,228.13,Undefined,11/19/2009
708,228.1,234.6,224.1,233.49,Undefined,11/20/2009
709,234.7,234.7,230.59,232,Undefined,11/23/2009
710,232,235,229.8,230.55,Undefined,11/24/2009
711,230.4,234.4,230.03,232.21,Undefined,11/25/2009
712,232.94,232.94,224.55,225.46,Undefined,11/26/2009
713,222.16,226.9,214.3,224.29,Undefined,11/27/2009
714,228,229.22,221.85,223.96,Undefined,11/30/2009
715,224.6,229.8,224.31,229.16,Marubozu,12/1/2009
716,230.98,235.17,230.16,230.9,Doji,12/2/2009
717,232.9,236.43,230.5,235.46,Undefined,12/3/2009
718,233,237.5,232.12,232.8,Gravestone Doji,12/4/2009
719,233.5,234.98,230.63,232.18,Undefined,12/7/2009
720,231.46,232.96,227.88,230.73,Spinning Top,12/8/2009
721,229.77,231.9,227.6,229.39,Doji,12/9/2009
722,229,231.2,227.1,229.7,Spinning Top,12/10/2009
723,231,232.5,226,226.65,Undefined,12/11/2009
724,226.7,228.49,224.07,224.69,Undefined,12/14/2009
725,226,226,217.5,218.05,Undefined,12/15/2009
726,216.95,219,214.6,215.26,Undefined,12/16/2009
727,215.12,217.85,212.52,216.62,Undefined,12/17/2009
728,215.21,218.1,213.1,214.54,Spinning Top,12/18/2009
729,214.9,216.69,213.51,214.57,Doji,12/21/2009
730,215.5,217.55,215.5,216.6,Undefined,12/22/2009
731,217.1,221.5,217.1,221,Undefined,12/23/2009
732,223.5,223.5,220.13,221.9,Undefined,12/24/2009
733,222.51,223.75,220.79,222.01,Doji,12/29/2009
734,222.2,223.79,221.23,222.43,Doji,12/30/2009
735,223.5,228.37,222.9,226.9,Undefined,12/31/2009
736,227.5,230,227.5,229.12,Undefined,1/4/2010
737,230.8,231,228.01,229.21,Undefined,1/5/2010
738,229.7,231.5,228.5,230.58,Spinning Top,1/6/2010
739,230.6,231,228.11,229.29,Undefined,1/7/2010
740,229.4,230.39,228.01,228.6,Undefined,1/8/2010
741,229.7,231.27,226.32,226.72,Undefined,1/11/2010
742,226.7,227,219.62,220.32,Undefined,1/12/2010
743,219.5,219.5,215.81,217.59,Undefined,1/13/2010
744,218.8,219.9,214.55,215.74,Undefined,1/14/2010
745,216.8,217.84,213.68,214.34,Undefined,1/15/2010
746,217.5,218.3,214.28,215.64,Undefined,1/18/2010
747,216.98,218.7,215.7,217.31,Doji,1/19/2010
748,218.4,218.66,215.26,215.99,Undefined,1/20/2010
749,215.9,216.13,211.23,212.41,Undefined,1/21/2010
750,210.01,210.65,205.3,208.74,Undefined,1/22/2010
751,205.55,213.7,205.55,209.16,Undefined,1/25/2010
752,206,206.84,197.11,198.76,Undefined,1/27/2010
753,210,210,199.1,200.32,Undefined,1/28/2010
754,199,206.74,195.51,205.66,Undefined,1/29/2010
755,214.8,214.8,201.55,202.13,Marubozu,2/1/2010
756,203.02,204.52,197.41,197.84,Undefined,2/2/2010
757,198.63,201.59,198.35,199.88,Undefined,2/3/2010
758,199.6,199.67,194,194.79,Undefined,2/4/2010
759,193,193,186.31,189.78,Undefined,2/5/2010
760,190,194.78,188.37,193.65,Marubozu,2/8/2010
761,193.1,195.8,192.5,195.03,Undefined,2/9/2010
762,197,197,189.5,191.18,Undefined,2/10/2010
763,192.39,194,191.1,191.76,Gravestone Doji,2/11/2010
764,192.5,192.5,188.63,189.5,Undefined,2/15/2010
765,191.4,192.5,189.5,192.06,Undefined,2/16/2010
766,193.5,196.25,192.73,195.68,Undefined,2/17/2010
767,195.79,196,192.73,194.24,Undefined,2/18/2010
768,192.5,193.4,189.01,190.53,Undefined,2/19/2010
769,192,193.5,191.01,191.63,Gravestone Doji,2/22/2010
770,191.49,193.45,190.66,191.19,Doji,2/23/2010
771,190.6,193,190,192.13,Doji,2/24/2010
772,192.5,193,190.34,191.37,Doji,2/25/2010
773,192.5,203.2,191.5,197.43,Undefined,2/26/2010
774,199.05,201.1,197.42,198.66,Doji,3/2/2010
775,198.91,202.59,198.91,202.24,Marubozu,3/3/2010
776,202.3,204.47,201.2,203.27,Undefined,3/4/2010
777,204.5,205.9,202.11,204.72,Doji,3/5/2010
778,206,211.25,203.31,206.6,Spinning Top,3/8/2010
779,203.26,207.8,203.26,204.46,Undefined,3/9/2010
780,205.02,205.02,202.64,203.73,Undefined,3/10/2010
781,204,205.28,201.83,204.57,Doji,3/11/2010
782,204.2,206.26,203.87,204.79,Undefined,3/12/2010
783,203.95,204.48,201.11,201.51,Undefined,3/15/2010
784,201.71,202.5,199.76,201.59,Doji,3/16/2010
785,202.01,204.2,201.57,202.73,Undefined,3/17/2010
786,203,205.05,201.05,202.96,Undefined,3/18/2010
787,204,206.59,203.33,205.85,Undefined,3/19/2010
788,202.51,205.38,201,204.1,Undefined,3/22/2010
789,204.2,205.66,201.86,204.85,Doji,3/23/2010
790,204.46,206.16,202.52,204.96,Doji,3/25/2010
791,205.49,207.8,204.51,207.29,Undefined,3/26/2010
792,207.5,210.5,207.3,209.51,Undefined,3/29/2010
793,209.51,212.2,207.5,208.26,Undefined,3/30/2010
794,208.5,209.89,207.34,207.82,Undefined,3/31/2010
795,208,210.8,207.53,210.26,Undefined,4/1/2010
796,211.5,214.22,210.5,213.82,Undefined,4/5/2010
797,214.39,214.77,211.21,212.35,Undefined,4/6/2010
798,213.03,213.5,209.6,211.09,Undefined,4/7/2010
799,210.5,210.98,208.76,209.59,Doji,4/8/2010
800,210,212.5,209.35,210.61,Doji,4/9/2010
801,211.5,211.5,208,209.2,Undefined,4/12/2010
802,209.7,211.2,206.3,209.4,Doji,4/13/2010
803,209.66,210.9,204.8,205.4,Undefined,4/15/2010
804,205,205.49,202.52,204.77,Doji,4/16/2010
805,203.99,204.49,201.2,203.24,Undefined,4/19/2010
806,204.24,210.66,202.1,209.84,Undefined,4/20/2010
807,211,211.9,208.66,210.58,Doji,4/21/2010
808,208.21,224.89,208.21,222.31,Undefined,4/22/2010
809,223,229.4,221.1,226.06,Undefined,4/23/2010
810,226.4,227.9,224.11,225.15,Undefined,4/26/2010
811,225.2,225.5,220.91,221.78,Undefined,4/27/2010
812,220.4,225.18,218.25,223.22,Undefined,4/28/2010
813,224,228.5,223.5,227.4,Undefined,4/29/2010
814,228,231.89,228,230.07,Undefined,4/30/2010
815,229,230.5,227.71,229.71,Spinning Top,5/3/2010
816,230.5,231.59,227.31,228.01,Undefined,5/4/2010
817,226,228.5,224.05,227.62,Doji,5/5/2010
818,228,232,226.23,231.16,Undefined,5/6/2010
819,227.52,229.18,221.84,222.62,Undefined,5/7/2010
820,225,232.51,224.21,230.79,Undefined,5/10/2010
821,231.4,233.9,228.12,228.79,Undefined,5/11/2010
822,229,233.9,228.2,232.42,Undefined,5/12/2010
823,233.2,234.9,230.62,231.77,Undefined,5/13/2010
824,231.5,233.39,221.16,222.43,Undefined,5/14/2010
825,221,227.2,214.13,225.07,Undefined,5/17/2010
826,224.79,229.8,223.13,228,Undefined,5/18/2010
827,226,227.3,219,221.41,Undefined,5/19/2010
828,222.2,228.2,222.11,226.75,Undefined,5/20/2010
829,222.2,228,221.04,227.12,Undefined,5/21/2010
830,228.2,231.1,222.29,223.12,Undefined,5/24/2010
831,222,222,213.8,215.51,Undefined,5/25/2010
832,217.18,218.6,215.16,217.36,Doji,5/26/2010
833,217,224.8,215.73,221.94,Undefined,5/27/2010
834,224.4,225.88,220.32,223.94,Doji,5/28/2010
835,223,227.45,223,226.88,Marubozu,5/31/2010
836,225.11,227.6,220.21,220.96,Undefined,6/1/2010
837,221.22,226.7,221,225.82,Undefined,6/2/2010
838,226.51,230.6,226.51,228.73,Undefined,6/3/2010
839,229,234.8,227.9,234.07,Undefined,6/4/2010
840,225.12,232,223.29,228.68,Undefined,6/7/2010
841,228.8,233.15,226.86,228.38,Doji,6/8/2010
842,228.5,230.9,225.8,227.25,Spinning Top,6/9/2010
843,226.6,233.8,226.6,232.68,Undefined,6/10/2010
844,263.01,263.01,232.61,233.99,Undefined,6/11/2010
845,234.5,235.99,232.6,234.5,Doji,6/14/2010
846,234.99,237.43,232,236.42,Undefined,6/15/2010
847,241.7,241.7,234.54,236.17,Marubozu,6/16/2010
848,235.9,236.2,232.35,235.09,Dragonfly Doji,6/17/2010
849,234.99,237.99,234,237.26,Undefined,6/18/2010
850,237.5,240.27,237.5,238.78,Undefined,6/21/2010
851,237.5,239.4,235.01,235.46,Undefined,6/22/2010
852,235,235.8,232.85,234.96,Doji,6/23/2010
853,235,236.6,233.8,235.76,Spinning Top,6/24/2010
854,235.01,235.5,228.5,230.08,Undefined,6/25/2010
855,228.8,231.45,227.5,230.37,Undefined,6/28/2010
856,230.5,232.89,228.12,229.12,Spinning Top,6/29/2010
857,227.98,231.2,227.5,230.2,Undefined,6/30/2010
858,229.11,229.9,225.4,226.23,Undefined,7/1/2010
859,226.5,227.99,225.74,226.51,Doji,7/2/2010
860,226.51,229.4,225.35,227.25,Doji,7/5/2010
861,227.3,231.9,226.84,231.28,Undefined,7/6/2010
862,230.9,231.9,229.1,230.41,Spinning Top,7/7/2010
863,231.5,236.68,231.5,235.68,Undefined,7/8/2010
864,236.5,237.85,236.01,236.89,Doji,7/9/2010
865,237.51,241.2,237.01,240.07,Undefined,7/12/2010
866,240.1,243.71,239.01,242.91,Undefined,7/13/2010
867,243.7,247.9,243.7,246.45,Undefined,7/14/2010
868,247.05,247.3,243.4,243.99,Undefined,7/15/2010
869,244.5,246.48,242.81,244.9,Spinning Top,7/16/2010
870,243.9,246.3,242.6,245.52,Undefined,7/19/2010
871,245.52,246.49,244.02,244.9,Dragonfly Doji,7/20/2010
872,245.55,246.31,243.4,243.68,Undefined,7/21/2010
873,242.71,248.74,241.77,247.63,Undefined,7/22/2010
874,248.1,250.38,247.6,249.68,Undefined,7/23/2010
875,249.8,250.24,240.21,241.01,Undefined,7/26/2010
876,241.99,244.69,240.06,243.51,Spinning Top,7/27/2010
877,243.46,247.8,242.32,247.13,Undefined,7/28/2010
878,246.2,248.28,243.61,247.3,Undefined,7/29/2010
879,246,252.2,245.04,250.29,Undefined,7/30/2010
880,251.99,260,251.2,258.64,Undefined,8/2/2010
881,259.89,261.67,257.9,260.05,Doji,8/3/2010
882,260.99,261,257.3,259.52,Doji,8/4/2010
883,260,266.27,259,264.57,Undefined,8/5/2010
884,263.5,265.49,260.8,261.93,Spinning Top,8/6/2010
885,262.5,265.52,261.6,265.08,Doji,8/9/2010
886,265.01,267.5,262.4,262.96,Doji,8/10/2010
887,262.5,264.7,259.06,259.96,Spinning Top,8/11/2010
888,258.99,279.5,257.63,278.44,Undefined,8/12/2010
889,278.4,287.97,278.4,285.02,Undefined,8/13/2010
890,284.7,285.46,280.95,282.14,Undefined,8/16/2010
891,282.5,285.61,281.15,281.85,Gravestone Doji,8/17/2010
892,282.74,283.47,276.61,281.47,Undefined,8/18/2010
893,281.51,282.48,278.27,280.57,Spinning Top,8/19/2010
894,280,283.37,278.01,278.69,Doji,8/20/2010
895,279,284.25,277.05,282.33,Spinning Top,8/23/2010
896,279.65,285.49,279.65,284.58,Undefined,8/24/2010
897,283.6,285.45,281.5,282.36,Gravestone Doji,8/25/2010
898,283,288.48,282.5,286.61,Undefined,8/26/2010
899,286.16,286.55,278.5,279.44,Undefined,8/27/2010
900,280.67,283.05,278.64,280,Spinning Top,8/30/2010
901,279,279,274.16,276.64,Spinning Top,8/31/2010
902,277.5,278.63,273.73,277.65,Spinning Top,9/1/2010
903,278.99,280.48,275.1,275.91,Spinning Top,9/2/2010
904,276.17,278.9,275.14,277.34,Spinning Top,9/3/2010
905,277.5,287.2,277.5,285.91,Undefined,9/6/2010
906,286.11,286.24,282.82,283.7,Undefined,9/7/2010
907,282.51,290.6,280.92,289.59,Undefined,9/8/2010
908,290,299.47,289.7,298.4,Undefined,9/9/2010
909,299.11,316.6,299.11,314.86,Undefined,9/13/2010
910,315.4,316.6,308.25,310.95,Undefined,9/14/2010
911,310.6,312.47,304.33,306.03,Undefined,9/15/2010
912,306.3,314.2,306,309.48,Undefined,9/16/2010
913,314,314,308,309.27,Undefined,9/17/2010
914,310,312.37,307.5,310.89,Spinning Top,9/20/2010
915,311.5,312.9,308.57,309.88,Spinning Top,9/21/2010
916,311.58,315.89,309.82,314.87,Undefined,9/22/2010
917,315.8,316.5,312.63,313.95,Undefined,9/23/2010
918,313.51,316,312.33,314.14,Doji,9/24/2010
919,314.5,319.98,314.5,318.07,Undefined,9/27/2010
920,317.9,320.99,316.33,319.07,Spinning Top,9/28/2010
921,319,322.5,318.62,319.57,Doji,9/29/2010
922,319.9,327.47,317.5,324.05,Undefined,9/30/2010
923,323.94,328.8,322.1,327.21,Undefined,10/1/2010
924,327.5,329.99,324.52,325.96,Undefined,10/4/2010
925,325.5,327.51,323.72,324.8,Spinning Top,10/5/2010
926,325.5,327.79,322.45,323.33,Undefined,10/6/2010
927,323.6,324.69,320.8,321.99,Undefined,10/7/2010
928,321.8,326.79,321.5,324.74,Undefined,10/8/2010
929,325.8,327.35,324.52,326.5,Spinning Top,10/11/2010
930,325.5,326.58,320.16,323.36,Undefined,10/12/2010
931,323.99,331.5,322.3,330.56,Undefined,10/13/2010
932,331.5,332.48,324.82,326.14,Undefined,10/14/2010
933,328.1,328.1,315.02,316.57,Undefined,10/15/2010
934,318.5,320.94,313.29,316.77,Spinning Top,10/18/2010
935,318.48,320.4,310.57,311.66,Undefined,10/19/2010
936,310.5,313.39,307.6,309.43,Spinning Top,10/20/2010
937,310.8,320.95,310.61,319.51,Undefined,10/21/2010
938,320,322.2,317.1,320.62,Doji,10/22/2010
939,320.9,325.24,320.8,323.92,Undefined,10/25/2010
940,323.4,323.4,317.4,318.08,Marubozu,10/26/2010
941,317.94,321.38,315.67,318.79,Spinning Top,10/27/2010
942,319.8,323.6,316.51,318.83,Spinning Top,10/28/2010
943,318.02,318.83,311.8,315.06,Undefined,10/29/2010
944,319.5,321.8,316.82,319.85,Doji,11/1/2010
945,319.9,324,317.67,320.18,Doji,11/2/2010
